college,team_changed_at,team,first_name,full_name,birth_state,birth_date,swish_id,search_last_name,age,team_abbr,injury_start_date,metadata,active,gsis_id,injury_notes,opta_id,news_updated,sport,depth_chart_order,status,stats_id,number,fantasy_positions,rotowire_id,last_name,search_full_name,oddsjam_id,weight,height,birth_city,search_rank,injury_status,player_id,birth_country,depth_chart_position,years_exp,injury_body_part,practice_participation,pandascore_id,high_school,search_first_name,competitions,fantasy_data_id,position,espn_id,practice_description,yahoo_id,sportradar_id,hashtag,rotoworld_id
Wingate,,,Mathu,Mathu Gibson,,1993-08-06,,gibson,25.0,,,,False,,,,,nfl,3.0,Inactive,,67.0,['OL'],11639.0,Gibson,mathugibson,,292,"6'5""",,9999999.0,,3932,,LG,0.0,,,,,mathu,[],18762.0,G,,,30059.0,,#mathugibson-NFL-FA-67,
New Mexico,,MIA,Jason,Jason Sanders,,1995-11-16,821895.0,sanders,29.0,,,"{'channel_id': '1113708737396240384', 'rookie_year': '2018'}",True,00-0034794,,,1740243327675.0,nfl,1.0,Active,,7.0,['K'],13007.0,Sanders,jasonsanders,F89F55941E59,195,71,,267.0,,5119,,K,7.0,,,,Villa Park (CA),jason,[],20033.0,K,3124679.0,,31199.0,5ffb654f-0de5-424b-aa2f-ad511deb5b51,#jasonsanders-NFL-MIA-7,
Memphis,,TEN,Tony,Tony Pollard,,1997-04-30,880398.0,pollard,28.0,,,"{'channel_id': '1113708830862110720', 'rookie_year': '2019'}",True, 00-0035261,,,1754321714315.0,nfl,1.0,Active,880398.0,20.0,['RB'],13590.0,Pollard,tonypollard,792747EDCE23,209,72,,72.0,,5967,,RB,6.0,,,,Melrose (TN),tony,[],20912.0,RB,3916148.0,,31960.0,33b0227d-4c21-4e71-b4cd-be35f7db9123,#tonypollard-NFL-TEN-20,14245.0
Western Michigan,,BAL,Bilhal,Bilhal Kone,,2002-03-03,,kone,23.0,,,"{'channel_id': '1221987116523728896', 'rookie_year': '0'}",True,,,,1753804822575.0,nfl,2.0,Active,,31.0,['DB'],18595.0,Kone,bilhalkone,494EAAC3862008A0,190,73,,693.0,Questionable,12714,,NB,0.0,Upper Body,,,Apple Valley (MN),bilhal,[],,CB,,,,befc6f0c-3f07-4852-b719-01ae6cb1dc7d,#bilhalkone-NFL-BAL-31,
Central Florida,,,Josh,Josh Robinson,,1991-01-08,,robinson,31.0,,,{'channel_id': '1116852726446161920'},True,00-0029691,,,1572469532901.0,nfl,,Active,495661.0,29.0,['DB'],8211.0,Robinson,joshrobinson,,199,70,,9999999.0,,1254,,,10.0,,,,Plantation (FL),josh,[],14631.0,CB,14948.0,,25776.0,8cd557fb-94df-48c2-8665-198e5c8be20b,#joshrobinson-NFL-FA-29,
Brigham Young,,,Jonah,Jonah Trinnaman,,1996-07-20,,trinnaman,25.0,,,{'channel_id': '1116853093573591040'},True,00-0034504,,,1535665807659.0,nfl,,Inactive,945466.0,9.0,['WR'],13221.0,Trinnaman,jonahtrinnaman,,190,72,,9999999.0,,5384,,,4.0,,,,American Fork,jonah,[],20463.0,WR,4046666.0,,31323.0,8ef4eb3a-9f85-464c-8184-1fd4b8999478,#jonahtrinnaman-NFL-FA-9,
San Diego,,DEN,Michael,Michael Bandy,,1997-12-05,920482.0,bandy,27.0,,,"{'channel_id': '1113708828802707456', 'rookie_year': '2021'}",True,,,,1736980817465.0,nfl,8.0,Active,,83.0,['WR'],15786.0,Bandy,michaelbandy,97001539B3CA,190,70,,9999999.0,,8076,,SWR,4.0,,,,Servite (CA),michael,[],,WR,,,,ec7af934-a7f3-40f5-9fc0-210022dd6180,#michaelbandy-NFL-DEN-83,
Buffalo,,,Chuck,Chuck Harris,,1997-11-23,,harris,24.0,,,{'channel_id': '1116853268169883648'},True, 00-0035071,,,1588632931700.0,nfl,,Active,,50.0,['DL'],14136.0,Harris,chuckharris,,265,75,,9999999.0,,6545,,,3.0,,,,Southfield,chuck,[],21432.0,DE,3916590.0,,32255.0,5272b788-ce57-4197-92db-5a08ff48d932,#chuckharris-NFL-FA-50,
Florida,,,Josh,Josh Evans,,1991-06-05,,evans,29.0,,,,False,,,,1629232546857.0,nfl,,Inactive,508878.0,45.0,['DB'],8692.0,Evans,joshevans,,205,"6'0""",,9999999.0,,1444,,,7.0,,,,Irvington (NJ),josh,[],15013.0,SS,15984.0,,26792.0,8b927dbe-a45e-4c5a-a756-4048a58befcf,#joshevans-NFL-FA-45,8576.0
Louisville,,,James,James Hearns,,1993-09-20,,hearns,28.0,,,{'channel_id': '1116853111990779904'},True,00-0034554,,,1533525902738.0,nfl,,Active,,49.0,['LB'],12966.0,Hearns,jameshearns,,249,75,,9999999.0,,5496,,,4.0,,,,Lincoln,james,[],20489.0,LB,3056719.0,,31288.0,b0946b90-9a41-4a88-898e-eff0894e213b,#jameshearns-NFL-FA-49,
Louisiana State,,,Donnie,Donnie Jones,,1980-07-05,,jones,41.0,,,,False, 00-0022684,,,1538526002778.0,nfl,,Inactive,246431.0,5.0,['P'],4066.0,Jones,donniejones,,221,74,,9999999.0,,1271,,,18.0,,,,Catholic HS (LA),donnie,[],14710.0,P,5749.0,,6983.0,ce74af98-fcfc-446d-83fe-e875d2e8dbd9,#donniejones-NFL-FA-5,
Utah,,,Marquise,Marquise Blair,,1997-07-18,1052321.0,blair,27.0,,,"{'channel_id': '1116853184988446720', 'rookie_year': '2019'}",True, 00-0035139,,,1726992362983.0,nfl,,Active,,38.0,['DB'],13796.0,Blair,marquiseblair,FE40822E9C0E,196,73,,9999999.0,,5982,,,5.0,,,,Wooster (OH),marquise,[],21031.0,DB,4243244.0,,31879.0,1c468a8a-355f-429a-a12d-d8528fdc6aa2,#marquiseblair-NFL-FA-38,
Syracuse,,DAL,Alijah,Alijah Clark,,,,clark,,,,"{'channel_id': '1222591146530713600', 'rookie_year': '0'}",True,,,,,nfl,,Active,,38.0,['DB'],18638.0,Clark,alijahclark,E60FBB8755ED7C90,187,73,,9999999.0,,12855,,DB,0.0,,,,Camden (NJ),alijah,[],,DB,,,,503614b0-243a-11f0-a456-558ce379768a,#alijahclark-NFL-DAL-38,
Ohio State,,,Ted,Ted Ginn,,1985-04-12,,ginn,36.0,,,{'channel_id': '1116853316861558784'},True,00-0025396,,,1626478844327.0,nfl,,Injured Reserve,246804.0,0.0,['WR'],5214.0,Ginn,tedginn,,180,71,,210.0,,695,,,15.0,,,,Glenville (OH),ted,[],12109.0,WR,10453.0,,8263.0,3aef6950-1c19-4454-a3d0-0afe9634ea9f,#tedginn-NFL-FA-0,4168.0
Virginia Tech,,BUF,Stephen,Stephen Gosnell,,,,gosnell,,,,"{'channel_id': '1222032407033565184', 'rookie_year': '0'}",True,,,,,nfl,,Active,,89.0,['WR'],18905.0,Gosnell,stephengosnell,C28111E7F6158A18,198,74,,580.0,,12756,,SWR,0.0,,,,East Surry (NC),stephen,[],,WR,,,,381cb720-2305-11f0-99f5-cb5671881b43,#stephengosnell-NFL-BUF-89,
Iowa,,,Greg,Greg Mabin,,1994-06-25,691797.0,mabin,29.0,,,"{'channel_id': '1116852972999933952', 'injury_override_regular_2020_5': 'Active'}",True,00-0033430,,,1686872128378.0,nfl,,Active,691797.0,29.0,['DB'],12406.0,Mabin,gregmabin,,200,73,,9999999.0,,4476,,,6.0,,,,Calvary Christian Academy (FL),greg,[],19344.0,CB,2979515.0,,30477.0,593d31fd-212e-47a5-b3cc-0793cf075a98,#gregmabin-NFL-FA-29,
Georgia Tech,,,Antonio,Antonio Simmons,,1996-02-10,,simmons,25.0,,,{'channel_id': '1116853072652402688'},True,00-0034620,,,,nfl,,Active,,69.0,['DL'],13291.0,Simmons,antoniosimmons,,246,75,,9999999.0,,5219,,,4.0,,,,University Christian,antonio,[],20190.0,DL,3116632.0,,31277.0,34053914-0384-4551-a5e9-e3bd13c09b02,#antoniosimmons-NFL-FA-69,
Ohio State,,PIT,Cameron,Cameron Heyward,,1989-05-06,397533.0,heyward,36.0,,,"{'channel_id': '1113708819722039296', 'rookie_year': '2011'}",True,00-0027969,,,1737507016628.0,nfl,1.0,Active,,97.0,['DL'],7449.0,Heyward,cameronheyward,9E64F33E8006,295,77,,483.0,,843,,RDE,14.0,,,,Peachtree Ridge (GA),cameron,[],12902.0,DT,13977.0,,24818.0,9779acc7-ed88-4a16-b78d-230ace9ec3eb,#cameronheyward-NFL-PIT-97,6510.0
Oregon,,,Jordon,Jordon Scott,,1998-12-25,975351.0,scott,23.0,,,{'channel_id': '1116853435845574656'},True,,,,1651857905787.0,nfl,,Active,,66.0,['DL'],15354.0,Scott,jordonscott,,326,73,,9999999.0,,7919,,,1.0,,,,Pinellas Park (FL),jordon,[],,DT,,,,bb9341c2-14f2-4fbf-9bbc-e6efb3d0f18a,#jordonscott-NFL-FA-66,
Boise State,,SEA,George,George Holani,,1999-12-16,1180625.0,holani,25.0,,,"{'channel_id': '1113708723680866304', 'rookie_year': '2024'}",True,,,,1753842626368.0,nfl,6.0,Active,,36.0,['RB'],17968.0,Holani,georgeholani,DA55D4DF610A,210,71,,673.0,,12048,,RB,1.0,,,,St. John Bosco (CA),george,[],,RB,,,,971a3930-0724-11ef-a47d-6f7fe8c7bc97,#georgeholani-NFL-SEA-36,
UCLA,,,Morrell,Morrell Osling,,1999-01-17,,osling,24.0,,,{'channel_id': '1116852667822374912'},True,,,,,nfl,,Active,,37.0,['DB'],16832.0,Osling,morrellosling,,195,73,,9999999.0,,11235,,,1.0,,,,Antelope Valley (CA),morrell,[],,DB,,,,d2965100-ea16-11ed-8d34-41182339b277,#morrellosling-NFL-FA-37,
Houston,,ARI,Clayton,Clayton Tune,,1999-03-23,1109133.0,tune,26.0,,,"{'channel_id': '1113708848578850817', 'rookie_year': '2023'}",True,,,,1739854543609.0,nfl,3.0,Active,,15.0,['QB'],16913.0,Tune,claytontune,4EB7FDA9440E,220,75,,555.0,,10217,,QB,2.0,,,,Hebron (TX),clayton,[],,QB,,,,b2810d1e-3ea7-4907-bb34-93b40e893c08,#claytontune-NFL-ARI-15,
California,,,Daniel,Daniel Lasco,,1992-10-09,,lasco,29.0,,,,False,00-0032804,,,1551930045673.0,nfl,,Inactive,607689.0,36.0,['RB'],10997.0,Lasco,daniellasco,,205,73,,9999999.0,,3392,,,6.0,,,,The Woodlands (TX),daniel,[],18153.0,RB,2576873.0,,29471.0,d57233b2-3d11-4405-b490-e33ec698f945,#daniellasco-NFL-FA-36,
Florida State,,,Leon,Leon Washington,,1982-08-29,,washington,35.0,,,,False,,,,,nfl,,Inactive,,29.0,['RB'],,Washington,leonwashington,,203,"5'8""",,9999999.0,,697,,,9.0,,,,,leon,[],12136.0,RB,9703.0,,,a78b6faa-0606-445c-901b-b79c1f2771bd,#leonwashington-NFL-FA-29,
Notre Dame,,CLE,Julian,Julian Okwara,,1997-12-27,946109.0,okwara,27.0,,,"{'channel_id': '1113708719264264192', 'rookie_year': '2020'}",True,,,,1744759547925.0,nfl,3.0,Active,,53.0,"['DL', 'LB']",14448.0,Okwara,julianokwara,915247601D0C,250,76,,9999999.0,,6851,,LDE,5.0,,,,Ardrey Kell (NC),julian,[],21887.0,LB,4046690.0,,32737.0,e91734d9-8e7d-4e55-9027-e7c338cc809a,#julianokwara-NFL-CLE-53,
Wake Forest,,,Chelen,Chelen Garnes,,2000-09-25,1175615.0,garnes,24.0,,,"{'channel_id': '1113708811757056000', 'rookie_year': '2024'}",True,,,,,nfl,,Active,,,['DB'],18335.0,Garnes,chelengarnes,ADA8C1609342,206,71,,9999999.0,,12157,,,1.0,,,,North Point (MD),chelen,[],,DB,,,,46e5e9d0-07c1-11ef-93df-0594934c9c2a,#chelengarnes-NFL-FA,
Louisiana,,NYG,Dalen,Dalen Cambre,,2001-04-10,,cambre,24.0,,,"{'channel_id': '1222711898709962752', 'rookie_year': '0'}",True,,,,1753835125666.0,nfl,,Active,,5.0,['WR'],18878.0,Cambre,dalencambre,A89E2007FD14CAA4,192,72,,625.0,,12888,,SWR,0.0,,,,St. Thomas More (LA),dalen,[],,WR,,,,01503bc0-247e-11f0-b5b5-5dec6993a22b,#dalencambre-NFL-NYG-5,
Georgia,,SF,Robert,Robert Beal,,1999-08-18,1069762.0,beal,25.0,,,"{'channel_id': '1113708876110262272', 'rookie_year': '2023'}",True,,,,1753978539645.0,nfl,3.0,Active,,51.0,['LB'],16781.0,Beal,robertbeal,FC7853976520,250,76,,9999999.0,,10966,,LDE,2.0,,,,Peachtree Ridge (GA),robert,[],,LB,,,,5d64ba96-04f6-41ee-8620-ed251f16485c,#robertbeal-NFL-SF-51,
Mississippi State,,CLE,Nathaniel,Nathaniel Watson,,2000-09-01,1124629.0,watson,24.0,,,"{'channel_id': '1113708840089579520', 'rookie_year': '2024'}",True,,,,1725656416278.0,nfl,4.0,Active,,40.0,['LB'],17898.0,Watson,nathanielwatson,E4C71DA47221,233,72,,9999999.0,,11790,,MLB,1.0,,,,Maplesville (AL),nathaniel,[],,LB,,,,7de6f8cd-e4bc-4a0e-b339-12990b4b7c57,#nathanielwatson-NFL-CLE-40,
Ohio State,,SF,Isaiah,Isaiah Prince,,1997-07-29,878769.0,prince,28.0,,,"{'channel_id': '1116853181540728832', 'rookie_year': '2019'}",True, 00-0035295,,,1669089044539.0,nfl,,Active,,76.0,"['OL', 'OT']",13783.0,Prince,isaiahprince,7802045B60C1,305,79,,9999999.0,,5956,,OL,6.0,,,,Eleanor Roosevelt (MD),isaiah,[],20917.0,T,3915532.0,,32034.0,897df186-8ae8-4eaa-8a83-90952b47ab55,#isaiahprince-NFL-SF-76,
Missouri State,,,Clay,Clay Harbor,,1987-07-02,,harbor,33.0,,,,False,,,,1553546128635.0,nfl,,Inactive,293037.0,80.0,['TE'],6687.0,Harbor,clayharbor,,240,"6'3""",,9999999.0,,584,,,10.0,,,,Dwight (IL),clay,[],11317.0,TE,13376.0,,24100.0,d579af24-53b8-42bf-b767-c50944afb7ec,#clayharbor-NFL-FA-80,
Utah State,,,Ricky,Ricky Ali'ifua,,1991-12-02,,aliifua,30.0,,,{'channel_id': '1116852979824066560'},True,00-0033513,,,1536003608512.0,nfl,,Active,,61.0,['DL'],12634.0,Ali'ifua,rickyaliifua,,280,74,,9999999.0,,4517,,,5.0,,,,San Leandro (CA),ricky,[],19389.0,DT,2469470.0,,30701.0,49c6000a-8ca5-472c-a166-b0a0911a00bb,#rickyaliifua-NFL-FA-61,
Georgia,,,Jake,Jake Camarda,,1999-04-20,1131007.0,camarda,26.0,,,"{'channel_id': '1113708727384436736', 'rookie_year': '2022'}",True,,,,1729638906558.0,nfl,,Active,,32.0,['P'],16253.0,Camarda,jakecamarda,538133D98680,193,73,,9999999.0,,8466,,,3.0,,,,Norcross (GA),jake,[],,P,,,,1b3085fa-1262-4166-a12e-785210ae4a72,#jakecamarda-NFL-FA-32,
Utah,,,Chase,Chase Dominguez,,1994-07-09,,dominguez,27.0,,,{'channel_id': '1116852977160683520'},True,,,,,nfl,,Active,,49.0,['LS'],,Dominguez,chasedominguez,,240,77,,9999999.0,,4499,,,5.0,,,,Lutheran (CA),chase,[],19370.0,LS,3052499.0,,30409.0,9e0f556f-a56e-4f30-bed6-ca692dd4542b,#chasedominguez-NFL-FA-49,
Arizona State,,,Kyle,Kyle Williams,,1998-10-15,,williams,23.0,,,"{'channel_id': '1116853388953255936', 'override_active': 'false'}",False,,,,1745632822037.0,nfl,,Inactive,,80.0,['WR'],15153.0,Williams,kylewilliams,,192,71,,9999999.0,,7437,,,2.0,,,,Murrieta (CA),kyle,[],22416.0,WR,4252364.0,,33350.0,80393249-267a-496f-8ab1-0882c169b02a,#kylewilliams-NFL-FA-80,
Texas,,LAR,Bill,Bill Norton,,,,norton,,,,"{'channel_id': '1223089397717532672', 'rookie_year': '0'}",True,,,,,nfl,,Active,,97.0,['DL'],18917.0,Norton,billnorton,2339AB31830B5AD2,335,78,,9999999.0,,13008,,DL,0.0,,,,Christian Brothers (TN),bill,[],,DL,,,,6f592220-254c-11f0-85e6-ad6d4b9a9b15,#billnorton-NFL-LAR-97,
Montana State,,DEN,Alex,Alex Singleton,,1993-12-07,608786.0,singleton,31.0,,,"{'channel_id': '1113708826592309249', 'rookie_year': '2015'}",True, 00-0031898,,,1754168159688.0,nfl,1.0,Active,,49.0,['LB'],10811.0,Singleton,alexsingleton,439F582E8764,240,74,,199.0,,2617,,RILB,10.0,,,,Thousand Oaks (CA),alex,[],17085.0,LB,2612151.0,,28716.0,954d9ed8-41ed-4222-b0d8-b3cc8d1755a5,#alexsingleton-NFL-DEN-49,
Virginia Tech,,WAS,Jaylin,Jaylin Lane,,2002-05-01,,lane,23.0,,,"{'channel_id': '1221926670659760128', 'rookie_year': '0'}",True,,,,1753815023493.0,nfl,5.0,Active,,83.0,['WR'],18643.0,Lane,jaylinlane,283F8A755704B91C,196,70,,409.0,,12641,,SWR,0.0,,,,Clover (SC),jaylin,[],,WR,,,,2ec24c7a-8d5d-453a-b45d-03eb27c645d0,#jaylinlane-NFL-WAS-83,
Purdue,,,Danny,Danny Anthrop,,1993-05-29,,anthrop,31.0,,,{'rookie_year': '2016'},True,,,,,nfl,,Active,692212.0,0.0,['WR'],11208.0,Anthrop,dannyanthrop,,193,72,,9999999.0,,3454,,,9.0,,,,Central Catholic (IN),danny,[],18218.0,WR,2977751.0,,29595.0,d9579df1-83af-4890-9f30-bae42cce4ef3,#dannyanthrop-NFL-FA-0,
Notre Dame,,,David,David Bruton,,1987-07-23,,bruton,33.0,,,,False,,,,,nfl,,Injured Reserve,,30.0,['DB'],6098.0,Bruton,davidbruton,,217,"6'2""",,9999999.0,,384,,,11.0,,,,Miamisburg (OH),david,[],8675.0,SS,12638.0,,9378.0,c3a7ec5c-db82-44ae-ab74-b5220448375a,#davidbruton-NFL-FA-30,
Oklahoma State,,,Braydon,Braydon Johnson,,1998-12-02,1062527.0,johnson,24.0,,,{'channel_id': '1116852696326864896'},True,,,,1685656541955.0,nfl,,Active,,15.0,['WR'],17220.0,Johnson,braydonjohnson,,195,71,,9999999.0,,11496,,,1.0,,,,Bowie (TX),braydon,[],,WR,,,,906c2870-f4c7-11ed-9215-a3e0daf0cd48,#braydonjohnson-NFL-FA-15,
Rutgers,,,Clark,Clark Harris,,1984-07-10,216309.0,harris,38.0,,,{'channel_id': '1116853379012755456'},True,00-0025630,Ruptured,,1663178746543.0,nfl,,Inactive,216309.0,46.0,['LS'],5308.0,Harris,clarkharris,,250,77,,9999999.0,Questionable,738,,,16.0,Biceps,,,Southern Regional (NJ),clark,[],12330.0,LS,10686.0,,8497.0,d7eec5c7-c401-485e-b0c8-fb0784c07b27,#clarkharris-NFL-FA-46,
Cincinnati,,,Dino,Dino Boyd,,1996-09-02,,boyd,25.0,,,{'channel_id': '1116853269218459648'},True, 00-0035152,,,,nfl,,Active,,79.0,['OL'],14178.0,Boyd,dinoboyd,,300,76,,9999999.0,,6550,,,3.0,,,,West Side (NJ),dino,[],21375.0,OT,3137842.0,,32353.0,fdc21b70-71d4-4b68-ac29-8470f9a95ab2,#dinoboyd-NFL-FA-79,
West Virginia,,,Will,Will Clarke,,1991-05-04,,clarke,30.0,,,,False,00-0031304,,,1539129305470.0,nfl,,Inactive,513832.0,0.0,['DL'],9411.0,Clarke,willclarke,,275,78,,779.0,,1885,,,8.0,,,,Taylor Allderdice (PA),will,[],16105.0,DE,16758.0,,27616.0,bbb3b4cf-0ba1-4d45-8650-9f8824d3781d,#willclarke-NFL-FA-0,
,,,Winston,Winston Moss,,,,moss,,,,,False,,,,,nfl,,Inactive,,0.0,,,Moss,winstonmoss,,,,,9999999.0,,4869,,,0.0,,,,,winston,[],19769.0,,,,,,#winstonmoss-NFL-FA-0,13049.0
Florida,,NO,Jonathan,Jonathan Bullard,,1993-10-22,694609.0,bullard,31.0,,,"{'channel_id': '1113708712205250560', 'rookie_year': '2016'}",True,00-0033093,,,1753017014931.0,nfl,3.0,Active,694609.0,58.0,['DL'],10926.0,Bullard,jonathanbullard,A64C0EB7B8B4,290,75,,9999999.0,,3241,,RDE,9.0,,,,Crest (NC),jonathan,[],18002.0,DE,2980097.0,,29306.0,ccfcbd2c-6e35-49b9-b131-ba2143665260,#jonathanbullard-NFL-NO-58,11274.0
Simon Fraser (CAN),,,Rysen,Rysen John,,1997-12-20,952025.0,john,24.0,,,{'channel_id': '1116853378807234560'},True,,,,1660666255314.0,nfl,,Active,,87.0,['TE'],15068.0,John,rysenjohn,,227,79,,9999999.0,,7379,,,2.0,,,,Vancouver College (BC),rysen,[],22365.0,TE,4045062.0,,33041.0,bb3bf01d-c100-4a9f-9b7b-21aff82a9cd7,#rysenjohn-NFL-FA-87,
Houston,,,Derrick,Derrick Mathews,,1992-09-25,,mathews,29.0,,,,False,,,,1514321701537.0,nfl,,Inactive,609755.0,39.0,['LB'],10825.0,Mathews,derrickmathews,,232,72,,9999999.0,,3072,,,6.0,,,,North Shore (TX),derrick,[],17818.0,OLB,2575572.0,,29210.0,353fd6d4-cbab-40bc-92ee-3db0327f017a,#derrickmathews-NFL-FA-39,
Tennessee,,,Corey,Corey Vereen,,1995-06-15,,vereen,26.0,,,{'channel_id': '1116852966117081088'},True,,,,,nfl,,Inactive,,0.0,['DL'],12086.0,Vereen,coreyvereen,,249,74,,9999999.0,,4432,,,5.0,,,,West Orange (FL),corey,[],19292.0,DE,3044733.0,,30674.0,ea647a34-54e7-4b60-91fb-9be338527890,#coreyvereen-NFL-FA-0,
Georgia,,BAL,Ben,Ben Cleveland,,1998-08-25,914003.0,cleveland,26.0,,,"{'channel_id': '1113708865439952896', 'rookie_year': '2021'}",True,,,,1742070942744.0,nfl,,Active,,66.0,"['OG', 'OL']",15495.0,Cleveland,bencleveland,A89968416D33,355,78,,9999999.0,,7690,,OL,4.0,,,,Stephens County (GA),ben,[],,G,,,,00a4b082-e55a-4273-afa9-5b481d9d70ea,#bencleveland-NFL-BAL-66,
Villanova,,,Trey,Trey Johnson,,1994-09-27,,johnson,27.0,,,{'channel_id': '1116853108056522752'},True,00-0034123,,,1564842656881.0,nfl,,Active,,0.0,['DB'],13371.0,Johnson,treyjohnson,,170,71,,9999999.0,,5471,,,4.0,,,,Steinbrenner,trey,[],20349.0,CB,3052013.0,,31418.0,40002ab5-a6c3-4ab5-84ac-6502c8f3e904,#treyjohnson-NFL-FA-0,
Jacksonville,,,Karl,Karl Schmitz,,1987-01-18,,schmitz,38.0,,,{'rookie_year': '2015'},True,,,,,nfl,,Injured Reserve,,0.0,['P'],,Schmitz,karlschmitz,,190,71,,9999999.0,,3012,,,10.0,,,,Clayton High School,karl,[],17557.0,P,2316853.0,,28382.0,bd656c95-8189-4c5d-87df-15a341a160c6,#karlschmitz-NFL-FA-0,
Michigan,,,Camaron,Camaron Cheeseman,,1998-04-26,946012.0,cheeseman,25.0,,,"{'channel_id': '1116853418594402304', 'rookie_year': '2021'}",True,,,,1620665467057.0,nfl,,Active,,54.0,['LS'],15652.0,Cheeseman,camaroncheeseman,24FAD0C0AA98,237,76,,9999999.0,,7778,,,2.0,,,,Lincoln (OH),camaron,[],,LS,,,,dcf4a3aa-6fb8-4b50-a246-358fffa55af8,#camaroncheeseman-NFL-FA-54,
Oregon,,WAS,Josh,Josh Conerly,,2003-11-05,,conerly,21.0,,,"{'channel_id': '1221352945455472640', 'rookie_year': '0', 'source_id': 'b2395790-180c-11ed-85f3-2115363097e4'}",True,,,,1745551839859.0,nfl,,Active,,72.0,['OL'],18755.0,Conerly,joshconerly,E335954F3841787E,315,76,,9999999.0,,12558,,OL,0.0,,,,Rainer Beach (WA),josh,[],,OL,,,,2f744850-5943-45f3-8377-4f738f6d487d,#joshconerly-NFL-WAS-72,
,,,Dennis,Dennis Allen,,,,allen,,,,{'channel_id': '1116853205314043904'},True,,,,,nfl,,Inactive,,0.0,,,Allen,dennisallen,,,,,9999999.0,NA,6117,,,0.0,,,,,dennis,[],20719.0,,,,,,#dennisallen-NFL-FA-0,8358.0
Florida State,,,Karlos,Karlos Williams,,1993-05-04,,williams,27.0,,,,False,,,,1550761846675.0,nfl,,Inactive,605426.0,29.0,['RB'],10184.0,Williams,karloswilliams,,230,"6'1""",,9999999.0,,2458,,,5.0,,,,Ridge Community,karlos,[],16915.0,RB,2576817.0,,28543.0,4fca6010-11b6-4052-a097-8728c6174a08,#karloswilliams-NFL-FA-29,10532.0
Oklahoma State,,,Justin,Justin Blackmon,,1990-01-09,,blackmon,32.0,,,,False,00-0029707,,,,nfl,,Inactive,,14.0,['WR'],8006.0,Blackmon,justinblackmon,,210,73,,9999999.0,,1114,,,10.0,,,,Plainview (OK),justin,[],14019.0,WR,14907.0,,,1d352cd4-86c0-4741-9d8b-c131e05997cc,#justinblackmon-NFL-FA-14,7402.0
South Carolina,,,Rashad,Rashad Fenton,,1997-02-17,881954.0,fenton,27.0,,,"{'channel_id': '1116853188683628544', 'rookie_year': '2019'}",True, 00-0035147,,,1731451240254.0,nfl,,Active,,24.0,['DB'],13703.0,Fenton,rashadfenton,449B4C4114E7,193,71,,9999999.0,,6014,,,5.0,,,,Miami Carol City (FL),rashad,[],20754.0,CB,3924364.0,,32033.0,a76eb878-71ee-418e-a46f-b35f6950aa95,#rashadfenton-NFL-FA-24,
Virginia Tech,,DAL,Brock,Brock Hoffman,,1999-07-02,977501.0,hoffman,26.0,,,"{'channel_id': '1113708851825242112', 'rookie_year': '2022'}",True,,,,1741141541847.0,nfl,,Active,,67.0,,16527.0,Hoffman,brockhoffman,6F1C41721EDF,302,76,,9999999.0,,8790,,OL,3.0,,,,Statesville (NC),brock,[],,C,,,,2fcfb2b0-d309-11ec-8b77-45b1765fd110,#brockhoffman-NFL-DAL-67,
Florida,,,Jeremy,Jeremy Mincey,,1983-12-14,,mincey,36.0,,,,False,,,,,nfl,,Inactive,,92.0,['DL'],5044.0,Mincey,jeremymincey,,280,"6'4""",,9999999.0,,276,,,14.0,,,,Statesboro (GA),jeremy,[],6990.0,DE,9777.0,,7940.0,e0df28b2-39ed-42a9-abbb-ab9f723a3ddb,#jeremymincey-NFL-FA-92,
Wisconsin,,,Conor,Conor Sheehy,,1996-07-24,,sheehy,25.0,,,{'channel_id': '1116853110212395008'},True,00-0034194,,,,nfl,,Active,,61.0,['DL'],13120.0,Sheehy,conorsheehy,,293,76,,9999999.0,,5485,,,4.0,,,,Marquette,conor,[],20564.0,NT,3121563.0,,31442.0,f890f03f-3f07-4e11-bbd3-c59aeb877326,#conorsheehy-NFL-FA-61,
Oklahoma State,,JAX,Emmanuel,Emmanuel Ogbah,,1993-11-06,691301.0,ogbah,31.0,,,"{'channel_id': '1116852836936712192', 'rookie_year': '2016'}",True,00-0033073,,,1745862624401.0,nfl,2.0,Active,,90.0,"['DL', 'LB']",11155.0,Ogbah,emmanuelogbah,8BFF44D6E867,275,76,,9999999.0,,3197,,RDE,9.0,,,,George Bush (TX),emmanuel,[],17958.0,DE,2977740.0,,29266.0,2300fe3b-c81f-4786-ae0c-0c229644239d,#emmanuelogbah-NFL-JAX-90,11317.0
West Texas A&M,,,J'Marcus,J'Marcus Webb,,1988-08-08,,webb,33.0,,,{'channel_id': '1116853173890318336'},True,00-0027609,,,1572637848517.0,nfl,,Active,,0.0,"['OL', 'OT']",6794.0,Webb,jmarcuswebb,,320,79,,9999999.0,,589,,,12.0,,,,North (TX),jmarcus,[],11369.0,OT,13483.0,,24194.0,1ed30e79-c25f-4ce1-a17f-94a4bf6d3686,#jmarcuswebb-NFL-FA-0,
