competitions,news_updated,gsis_id,years_exp,last_name,weight,depth_chart_position,depth_chart_order,age,active,injury_notes,college,sportradar_id,first_name,practice_description,kalshi_id,player_id,stats_id,status,team_abbr,injury_body_part,metadata,search_last_name,birth_date,team_changed_at,birth_city,rotoworld_id,oddsjam_id,search_first_name,injury_start_date,espn_id,sport,height,opta_id,birth_state,team,injury_status,search_rank,fantasy_data_id,high_school,swish_id,position,hashtag,rotowire_id,number,birth_country,practice_participation,full_name,search_full_name,pandascore_id,fantasy_positions,yahoo_id,norm_name
[],1546402815711.0, 00-0031552,7.0,Collins,203,,,28.0,False,,Louisiana State,716c039e-a1c7-42f7-87f9-ff414df726d3,Jalen,,,2347,589985.0,Inactive,,,,collins,1993-03-20,,,10370.0,,jalen,,2577292.0,nfl,73,,,,,9999999.0,16803.0,Olive Branch (MS),,CB,#jalencollins-NFL-FA-32,10405.0,32.0,,,Jalen Collins,jalencollins,,['DB'],28430.0,jalen collins
[],1641919838322.0,00-0032727,6.0,Heath,300,,,28.0,True,Surgery,Michigan State,30f9ff1e-e66c-40b4-b6a0-46186de3b932,Joel,,,3446,606108.0,Active,,Knee - ACL,"{'channel_id': '1116852864447152128', 'injury_override_regular_2020_5': 'COV'}",heath,1993-06-18,,,,,joel,,2576267.0,nfl,78,,,,Questionable,9999999.0,18210.0,Mount Healthy (OH),606108.0,DE,#joelheath-NFL-FA-79,11055.0,79.0,,,Joel Heath,joelheath,,['DL'],29794.0,joel heath
[],,,8.0,Donnell,265,,,31.0,False,,Grambling,6c218456-f94f-4235-b21a-8ffd87c82949,Larry,,,1759,402962.0,Inactive,,,,donnell,1988-11-01,,,7512.0,,larry,,15707.0,nfl,"6'6""",,,,,9999999.0,15782.0,Carroll (AL),,TE,#larrydonnell-NFL-FA-84,9114.0,84.0,,,Larry Donnell,larrydonnell,,['TE'],25703.0,larry donnell
[],1736556045983.0,,5.0,Biadasz,316,OL,,27.0,True,,Wisconsin,f5b61bef-6214-4d70-9a34-d58da29ce2d5,Tyler,,ec90f84b-9d9a-4fbb-a427-0582d9334c0e,6835,,Active,,,"{'channel_id': '1113708700889018368', 'rookie_year': '2020'}",biadasz,1997-11-20,,,,F808102A2673,tyler,,4035788.0,nfl,76,,,WAS,,9999999.0,21995.0,Amherst (WI),924357.0,C,#tylerbiadasz-NFL-WAS-63,14485.0,63.0,,,Tyler Biadasz,tylerbiadasz,,['OL'],32816.0,tyler biadasz
[],,,7.0,Harris,185,,,29.0,False,,New Mexico State,cdf257ea-8992-481b-9ea5-5ab308cafe4c,Jeremy,,,1446,,Inactive,,,,harris,1991-04-26,,,,,jeremy,,16027.0,nfl,"6'2""",,,,,9999999.0,15015.0,Dorsey (CA),,CB,#jeremyharris-NFL-FA-37,8958.0,37.0,,,Jeremy Harris,jeremyharris,,['DB'],26831.0,jeremy harris
[],1761187230944.0,,4.0,Werner,242,ROLB,1.0,26.0,True,,Ohio State,09bdc469-0d82-4bce-8d49-810a44a550da,Pete,,51b295d9-a3f7-42e3-bf8d-6c6ab7e54f06,7647,,Active,,,"{'channel_id': '1113708682144673792', 'rookie_year': '2021'}",werner,1999-06-05,,,,F6AFF50EFB45,pete,,,nfl,75,,,NO,,504.0,22753.0,Cathedral (IN),1053642.0,LB,#petewerner-NFL-NO-20,15600.0,20.0,,,Pete Werner,petewerner,,['LB'],,pete werner
[],,,2.0,Atkins,307,,,25.0,True,,Fresno State,ae31d6a0-ca7c-11ec-97ae-e1573849d1a6,Kevin,,,8614,,Active,,,"{'channel_id': '1116853506280521728', 'years_exp_shift': '1'}",atkins,1998-07-30,,,,,kevin,,,nfl,74,,,,,9999999.0,,Vista Murrieta (CA),913101.0,DT,#kevinatkins-NFL-FA-76,16390.0,76.0,,,Kevin Atkins,kevinatkins,,['DL'],,kevin atkins
[],1572495332515.0,00-0027560,12.0,McClellan,235,,,35.0,True,,Marshall,74c595a3-b683-49b3-90f3-fd8327857b1d,Albert,,,1000,286877.0,Active,,,{'channel_id': '1116852638319640576'},mcclellan,1986-06-04,,,,,albert,,13851.0,nfl,74,,,,,9999999.0,13520.0,Kathleen (FL),,LB,#albertmcclellan-NFL-FA-47,7285.0,47.0,,,Albert McClellan,albertmcclellan,,['LB'],24358.0,albert mcclellan
[],1525196401388.0,00-0031676,5.0,Mbu,330,,,27.0,False,,Houston,c280300e-a61d-4a19-aa95-ab100d5759e7,Joey,,,2627,609756.0,Inactive,,,,mbu,1993-03-28,,,,,joey,,2575583.0,nfl,"6'3""",,,,,9999999.0,17095.0,Foster (TX),,DT,#joeymbu-NFL-FA-94,10720.0,94.0,,,Joey Mbu,joeymbu,,['DL'],28826.0,joey mbu
[],,,12.0,Jenkins,197,,,35.0,False,,South Florida,ddf524fd-1056-4d69-9c51-14cc57f598b8,Mike,,,403,,Inactive,,,,jenkins,1985-03-22,,,,,mike,,11259.0,nfl,"5'10""",,,,,9999999.0,8840.0,Southeast (FL),,CB,#mikejenkins-NFL-FA-43,5614.0,43.0,,,Mike Jenkins,mikejenkins,,['DB'],8802.0,mike jenkins
[],,,3.0,Bright,299,,,27.0,True,,Stanford,15874778-fec1-4b63-8327-338198a1f8bb,David,,,5829,,Active,,,{'channel_id': '1116853169729568768'},bright,1994-12-27,,,,,david,,3043272.0,nfl,77,,,,,9999999.0,20723.0,Mater Dei,,G,#davidbright-NFL-FA-0,12918.0,0.0,,,David Bright,davidbright,,['OL'],31813.0,david bright
[],,,1.0,Johnson,302,,,26.0,False,,Temple,a91142ab-51ed-4d41-81ab-7087c09615cd,Kamal,,,1824,,Inactive,,,,johnson,1991-12-09,,,,,kamal,,17187.0,nfl,"6'4""",,,,,9999999.0,16019.0,,,DT,#kamaljohnson-NFL-FA-66,9975.0,66.0,,,Kamal Johnson,kamaljohnson,,['DL'],28102.0,kamal johnson
[],1600451741317.0,00-0029854,9.0,Anderson,224,,,30.0,True,,California,f7841baa-9284-4c03-b698-442570651c6c,C.J.,,,1451,607659.0,Active,,,{'channel_id': '1116852737959526400'},anderson,1991-02-10,,,8694.0,,cj,,16040.0,nfl,68,,,,,9999999.0,15020.0,Bethel (VA),,RB,#cjanderson-NFL-FA-26,8931.0,26.0,,,C.J. Anderson,cjanderson,,['RB'],26878.0,cj anderson
[],1599693360002.0,,2.0,Leatherbury,190,,,24.0,True,,Towson,58f05d39-c84a-4154-912b-f1d54fd08e61,Shane,,,7161,,Active,,,{'channel_id': '1116853340777480192'},leatherbury,1997-12-10,,,,,shane,,,nfl,71,,,,,9999999.0,22162.0,Delmar (MD),,WR,#shaneleatherbury-NFL-FA-0,14893.0,0.0,,,Shane Leatherbury,shaneleatherbury,,['WR'],33081.0,shane leatherbury
[],1745703634555.0,,0.0,Cabeldue,306,OL,,24.0,True,,Kansas,0d3647a8-10fc-4aba-b8a4-697de51acc0b,Bryce,,907db057-7fe4-478d-9fd1-f4ffefaf3c6a,12685,,Active,,,"{'channel_id': '1221972008112238592', 'rookie_year': '2025'}",cabeldue,2001-09-04,,,,E482A5CBCFEBF9F6,bryce,,,nfl,76,,,SEA,,9999999.0,26261.0,Clovis (NM),,OT,#brycecabeldue-NFL-SEA-77,18794.0,77.0,,,Bryce Cabeldue,brycecabeldue,,['OT'],,bryce cabeldue
[],1596308709999.0, 00-0035433,3.0,Newsome,214,,,26.0,True,,Notre Dame,b24beb2f-de5d-4160-8b82-d7a5578b59af,Tyler,,,6563,839067.0,Active,,,{'channel_id': '1116853271558881280'},newsome,1995-07-14,,,,,tyler,,3129309.0,nfl,75,,,,,9999999.0,21191.0,Carrollton (GA),,P,#tylernewsome-NFL-FA-0,14265.0,0.0,,,Tyler Newsome,tylernewsome,,['P'],32548.0,tyler newsome
[],, 00-0034931,3.0,Dineen,235,,,25.0,True,,Kansas,c66e5f22-10ad-41fb-9fde-52598df5fba7,Joe,,,6046,,Inactive,,,{'channel_id': '1116853193553215488'},dineen,1996-03-26,,,,,joe,,3133361.0,nfl,74,,,,NA,9999999.0,21068.0,Free State (KS),,ILB,#joedineen-NFL-FA-53,,53.0,,,Joe Dineen,joedineen,,['LB'],32190.0,joe dineen
[],,,2.0,Bruffy,305,,,23.0,True,,Texas Tech,45eadb1c-7e72-4bc9-bb07-3a4b428cf932,Travis,,,7266,,Inactive,,,{'channel_id': '1116853359031091200'},bruffy,1998-05-26,,,,,travis,,4043131.0,nfl,78,,,,,9999999.0,22264.0,Fort Bend Ridge Point (TX),,OL,#travisbruffy-NFL-FA-78,15071.0,78.0,,,Travis Bruffy,travisbruffy,,['OL'],33223.0,travis bruffy
[],1678490140608.0,00-0033957,5.0,Adams,189,,,27.0,True,,South Florida,dc8a06c8-538a-4408-8a2b-1d9bfafb8a3c,Rodney,,,4208,746602.0,Active,,,{'channel_id': '1116852936358494208'},adams,1994-09-15,,,,,rodney,,3059918.0,nfl,73,,,,,9999999.0,19054.0,Lakewood (FL),746602.0,WR,#rodneyadams-NFL-FA-13,11844.0,13.0,,,Rodney Adams,rodneyadams,,['WR'],30283.0,rodney adams
[],1540351805347.0,00-0031025,6.0,Campanaro,191,,,29.0,False,,Wake Forest,742796c3-a092-49ab-9b24-dbc224fd11a1,Michael,,,1866,500653.0,Injured Reserve,,,,campanaro,1991-01-25,,,9594.0,,michael,,16832.0,nfl,"5'9""",,,,,9999999.0,16081.0,River Hill (MD),,WR,#michaelcampanaro-NFL-FA-10,9468.0,10.0,,,Michael Campanaro,michaelcampanaro,,['WR'],27746.0,michael campanaro
[],,,1.0,Fuller,180,,,24.0,True,,Tulsa,51f75040-d2ec-11ec-96a0-c3471a31202c,Travon,,,8777,,Active,,,"{'channel_id': '1116853528497750016', 'years_exp_shift': '1'}",fuller,1998-06-16,,,,,travon,,,nfl,73,,,,,9999999.0,,Athens (TX),922131.0,CB,#travonfuller-NFL-FA-0,16498.0,0.0,,,Travon Fuller,travonfuller,,['DB'],,travon fuller
[],1761429041671.0,,0.0,Bazelak,225,QB,3.0,25.0,True,,Bowling Green,81b0e840-2317-11f0-9c65-b965c8884c48,Connor,,dd81c521-3413-41f4-b7ef-9df4c7fcb4ab,12776,,Active,,,"{'channel_id': '1222062617758011392', 'rookie_year': '2025'}",bazelak,2000-09-22,,,,51F6AD899F6921AB,connor,,,nfl,75,,,TB,,639.0,26359.0,Archbishop Alter (OH),,QB,#connorbazelak-NFL-TB-16,18810.0,16.0,,,Connor Bazelak,connorbazelak,,['QB'],,connor bazelak
[],1543452635827.0,00-0029289,10.0,Toomer,235,,,33.0,False,,Idaho,61a9fbd6-4913-4814-b5a7-9c71fbd4cac0,Korey,,,325,383433.0,Inactive,,,,toomer,1988-12-09,,,,,korey,,15112.0,nfl,74,,,,,9999999.0,8003.0,Shadow Ridge (NV),,LB,#koreytoomer-NFL-FA-56,8344.0,56.0,,,Korey Toomer,koreytoomer,,['LB'],25864.0,korey toomer
[],1753045819271.0,,3.0,Luketa,253,,,26.0,True,,Penn State,0def3077-a774-45d7-aa2d-2a6d42f5a54b,Jesse,,,8322,,Active,,,"{'channel_id': '1113708844355186689', 'rookie_year': '2022'}",luketa,1999-01-15,,,,E94C9FEC9C14,jesse,,,nfl,75,,,,,9999999.0,,Mercyhurst Preparatory (PA),1107591.0,LB,#jesseluketa-NFL-FA-43,15960.0,43.0,,,Jesse Luketa,jesseluketa,,['LB'],,jesse luketa
[],, 00-0035610,3.0,Greene,205,,,25.0,True,,Utah State,c5320018-f019-42c4-ae85-6c1c58afbace,Jalen,,,6685,822878.0,Active,,,{'channel_id': '1116853292777865216'},greene,1996-06-13,,,,,jalen,,3120349.0,nfl,74,,,,,9999999.0,21585.0,Serra,,WR,#jalengreene-NFL-FA-3,14312.0,3.0,,,Jalen Greene,jalengreene,,['WR'],32604.0,jalen greene
[],1563666628334.0, 00-0035493,3.0,Turner,287,,,25.0,True,,Louisiana Tech,bd046bf8-70f7-4480-878a-8894e5912102,Immanuel,,,6377,,Active,,,{'channel_id': '1116853241435389952'},turner,1996-12-16,,,,,immanuel,,3914384.0,nfl,75,,,,,9999999.0,21322.0,Magnolia,,DE,#immanuelturner-NFL-FA-92,13591.0,92.0,,,Immanuel Turner,immanuelturner,,['DL'],32161.0,immanuel turner
[],1554778811445.0,00-0033726,5.0,Craig,290,,,26.0,True,,Richmond,a0ac50ad-b460-43fd-a932-50d19cda7c0b,Winston,,,4652,,Active,,,{'channel_id': '1116853001005301760'},craig,1995-07-25,,,,,winston,,3049895.0,nfl,76,,,,,9999999.0,19549.0,Lucy Ragsdale (NC),,DE,#winstoncraig-NFL-FA-64,12607.0,64.0,,,Winston Craig,winstoncraig,,['DL'],30708.0,winston craig
[],1724286037293.0,,4.0,Asiasi,260,,,26.0,True,,UCLA,05e15d81-6bb1-49f7-b677-63475d073961,Devin,,,6956,,Active,,,"{'channel_id': '1116853317473927168', 'rookie_year': '2020'}",asiasi,1997-08-14,,,,EFF73792BB5D,devin,,4046522.0,nfl,75,,,,,9999999.0,21771.0,De La Salle (CA),946008.0,TE,#devinasiasi-NFL-FA-87,14425.0,87.0,,,Devin Asiasi,devinasiasi,,['TE'],32761.0,devin asiasi
[],,,13.0,Dahl,212,,,35.0,False,,North Dakota State,e3dd75f8-7b4c-420d-8f0f-a95b8a90ab66,Craig,,,451,,Inactive,,,,dahl,1985-06-17,,,,,craig,,10785.0,nfl,"6'1""",,,,,9999999.0,9263.0,Mankato East (MN),,SS,#craigdahl-NFL-FA-43,7164.0,43.0,,,Craig Dahl,craigdahl,,['DB'],8568.0,craig dahl
[],,,0.0,Thorpe,206,RWR,4.0,25.0,False,,Virginia,,TJ,,,3918,592504.0,Inactive,,,,thorpe,1993-05-26,,,,,tj,,2577114.0,nfl,"5'11""",,,,,9999999.0,18745.0,,,WR,#tjthorpe-NFL-FA-6,11612.0,6.0,,,TJ Thorpe,tjthorpe,,['WR'],30046.0,tj thorpe
[],, 00-0035453,3.0,Exford,200,,,25.0,True,,Appalachian State,1824b9ce-a9af-4284-bc33-c36f100b13c3,Austin,,,6309,,Active,,,{'channel_id': '1116853228886032384'},exford,1996-05-16,,,,,austin,,3123658.0,nfl,72,,,,,9999999.0,21209.0,Shiloh,,FS,#austinexford-NFL-FA-0,14259.0,0.0,,,Austin Exford,austinexford,,['DB'],32507.0,austin exford
[],1761349534862.0,,2.0,Achane,191,RB,1.0,24.0,True,,Texas A&M,a4ef921b-8767-4b4f-a651-7675c00f9af0,De'Von,,46fc0292-2206-4060-a04a-0111e548a398,9226,,Active,,,"{'channel_id': '1113708739082350592', 'rookie_year': '2023'}",achane,2001-10-13,,,,0C6DD4D59DE2,devon,,,nfl,69,,,MIA,,15.0,24179.0,Thurgood Marshall (TX),1231820.0,RB,#devonachane-NFL-MIA-28,16661.0,28.0,,,De'Von Achane,devonachane,,['RB'],,devon achane
[],1689597659895.0,00-0034253,5.0,Hilliard,202,,,28.0,True,,Tulane,ef21feb3-991e-42d7-bb16-8bc92f7894bf,Dontrell,,,5536,821729.0,Inactive,,Neck,{'channel_id': '1116853117900554240'},hilliard,1995-02-26,,,13638.0,,dontrell,,3126246.0,nfl,71,,,,Questionable,337.0,20566.0,Scotlandville Magnet (LA),821729.0,RB,#dontrellhilliard-NFL-FA-40,13135.0,40.0,,,Dontrell Hilliard,dontrellhilliard,,['RB'],31457.0,dontrell hilliard
[],1599408360067.0,00-0034512,4.0,Phillips,202,,,26.0,False,,Virginia Tech,14b0de01-a0f1-491f-86fe-01f83478046d,Cam,,,5625,836953.0,Inactive,,,,phillips,1995-12-16,,,,,cam,,3124079.0,nfl,72,,,,,1496.0,20599.0,DeMatha Catholic (MD),,WR,#camphillips-NFL-FA-87,12898.0,87.0,,,Cam Phillips,camphillips,,['WR'],31598.0,cam phillips
[],1761141624324.0,,2.0,Mims,182,RWR,3.0,23.0,True,,Oklahoma,fcd780e6-6d43-4c2e-b740-59ae09911345,Marvin,,9194461e-ad70-4b0f-9070-f607b836abb5,9494,,Active,,,"{'channel_id': '1113708829649956864', 'rookie_year': '2023'}",mims,2002-03-19,,,,8CF89A8C53F6,marvin,,,nfl,71,,,DEN,,146.0,23165.0,Lone Star (TX),1213799.0,WR,#marvinmims-NFL-DEN-19,16849.0,19.0,,,Marvin Mims,marvinmims,,['WR'],,marvin mims
[],1526942401405.0,,4.0,Mokofisi,295,,,26.0,True,,Utah,b54f36b7-3181-4478-ac4d-73931a83c354,Filipo,,,5484,,Active,,,{'channel_id': '1116853110023651328'},mokofisi,1995-03-26,,,,,filipo,,3052509.0,nfl,76,,,,,9999999.0,20289.0,Woods Cross,,DT,#filipomokofisi-NFL-FA-0,13117.0,0.0,,,Filipo Mokofisi,filipomokofisi,,['DL'],31439.0,filipo mokofisi
[],1692823243212.0,00-0033598,8.0,Ankou,325,,,30.0,True,,UCLA,32b5fb32-1fcf-4955-9621-669c246a9fd3,Eli,,,4604,707361.0,Active,,,"{'channel_id': '1113708755297529857', 'rookie_year': '2017'}",ankou,1994-06-08,,,,AE5C98D97D8C,eli,,3008150.0,nfl,75,,,,,9999999.0,19493.0,Red Lion Christian Academy (DE),707361.0,DT,#eliankou-NFL-FA-51,12358.0,51.0,,,Eli Ankou,eliankou,,['DL'],30792.0,eli ankou
[],,,7.0,Okine,265,,,30.0,False,,Florida,81faeaf8-4b1c-4de3-b9cd-c587856a2112,Earl,,,1679,,Inactive,,,,okine,1990-01-04,,,,,earl,,16551.0,nfl,"6'6""",,,,,9999999.0,15493.0,Gainesville (FL),,LB,#earlokine-NFL-FA-44,10158.0,44.0,,,Earl Okine,earlokine,,"['DL', 'LB']",27328.0,earl okine
[],1749252345730.0,,5.0,Muti,325,,,26.0,True,,Fresno State,64321852-52e3-4ac0-9b3e-898f0b1e500c,Netane,,af3205f0-081d-477e-a9a7-115479d472cb,6924,,Active,,,"{'channel_id': '1113708812344258560', 'rookie_year': '2020'}",muti,1999-03-27,,,,42B71F6CED34,netane,,4040910.0,nfl,75,,,,,9999999.0,22032.0,Leilehua (HI),919930.0,G,#netanemuti-NFL-FA-52,14624.0,52.0,,,Netane Muti,netanemuti,,['OL'],32851.0,netane muti
[],,,0.0,McCloughan,,,,,False,,,,Scot,,,4024,,Inactive,,,,mccloughan,,,,10305.0,,scot,,,nfl,,,,,,9999999.0,18866.0,,,,#scotmccloughan-NFL-FA-0,,0.0,,,Scot McCloughan,scotmccloughan,,,,scot mccloughan
[],1526151602109.0,,4.0,Clark,180,,,27.0,True,,Colorado State,28e5c6e3-c021-43cd-b82d-e4e6461ce832,Detrich,,,5243,912064.0,Active,,,{'channel_id': '1116853076347584512'},clark,1994-02-15,,,,,detrich,,4036341.0,nfl,70,,,,,1016.0,20226.0,Macon County,,WR,#detrichclark-NFL-FA-0,13084.0,0.0,,,Detrich Clark,detrichclark,,['WR'],31348.0,detrich clark
[],1674685836432.0,00-0029657,11.0,Hicks,324,,,33.0,True,,Regina (CAN),e2d85e2a-3d88-42e7-95ca-8db79228135c,Akiem,,,1186,,Active,,,{'channel_id': '1116852707257221120'},hicks,1989-11-16,,,7555.0,,akiem,,14984.0,nfl,77,,,,,9999999.0,14358.0,Del Campo (CA),498969.0,DT,#akiemhicks-NFL-FA-96,8350.0,96.0,,,Akiem Hicks,akiemhicks,,['DL'],25799.0,akiem hicks
[],1678226112554.0,00-0033338,6.0,Carter,243,,,27.0,True,,Nebraska,53fd9a69-1b10-4fd6-90e7-ee84cca9e041,Cethan,,,4362,728274.0,Inactive,,,{'channel_id': '1116852956491153408'},carter,1995-09-05,,,,,cethan,,3040470.0,nfl,75,,,,,402.0,19219.0,Archbishop Shaw (LA),728274.0,TE,#cethancarter-NFL-FA-82,11889.0,82.0,,,Cethan Carter,cethancarter,,['TE'],30577.0,cethan carter
[],,,2.0,Blanchard,225,,,28.0,False,,Wisconsin - Whitewater,69cecc2c-bf54-4e93-8655-cb3ef87c04a6,Matt,,,1738,634358.0,Inactive,,,,blanchard,1989-03-21,,,,,matt,,15645.0,nfl,"6'3""",,,,,9999999.0,15695.0,,,QB,#mattblanchard-NFL-FA-2,8384.0,2.0,,,Matt Blanchard,mattblanchard,,['QB'],26463.0,matt blanchard
[],1739824541146.0,00-0034830,7.0,Hurst,245,,,31.0,True,,South Carolina,1b125fc4-5dd9-4eb9-a42f-048e61ca42b7,Hayden,,,4973,881956.0,Active,,,"{'channel_id': '1113708689216270336', 'rookie_year': '2018'}",hurst,1993-08-24,,,13098.0,06863E9AD590,hayden,,3924365.0,nfl,76,,,,,513.0,19843.0,The Bolles School (FL),881956.0,TE,#haydenhurst-NFL-FA-88,12467.0,88.0,,,Hayden Hurst,haydenhurst,,['TE'],30995.0,hayden hurst
[],1761331834170.0,,0.0,Huntington,281,LDE,3.0,23.0,True,Concussion,Tulane,eef59fe0-2317-11f0-9f5e-95c7a639db29,Adin,,05f28243-8898-4063-b5ce-226a685ee238,13104,,Active,,Head,"{'channel_id': '1223436692912869376', 'rookie_year': '2025'}",huntington,2002-03-18,,,,43D8807EA957B5BE,adin,,,nfl,73,,,CLE,Questionable,9999999.0,26421.0,Mountain View (VA),,DT,#adinhuntington-NFL-CLE-98,19041.0,98.0,,,Adin Huntington,adinhuntington,,['DL'],,adin huntington
[],1557434406200.0,00-0027733,10.0,Chancellor,225,,,32.0,False,,Virginia Tech,1f49b95a-97cb-426e-8bd0-aeeb4b5b0ad1,Kam,,,639,333474.0,Inactive,,,,chancellor,1988-04-03,,,5910.0,,kam,,13336.0,nfl,"6'3""",,,,,9999999.0,11598.0,Maury (VA),,SS,#kamchancellor-NFL-FA-31,6651.0,31.0,,,Kam Chancellor,kamchancellor,,['DB'],24109.0,kam chancellor
[],,,10.0,Black,190,,,32.0,True,,East Central,c95fc411-605f-45bb-982d-7f7bab523f30,Qumain,,,2997,,Active,,,{'rookie_year': '2015'},black,1992-05-28,,,,,qumain,,3892401.0,nfl,73,,,,,9999999.0,17525.0,Ada (OK),,CB,#qumainblack-NFL-FA-0,,0.0,,,Qumain Black,qumainblack,,['DB'],28706.0,qumain black
[],1761331233862.0,,0.0,Walker,245,LOLB,1.0,21.0,True,,Georgia,a1788f0e-f637-4333-846e-757b373b98a5,Jalon,,2fe825ab-1933-48a4-95a3-7df29833aa01,12568,,Active,,Groin,"{'channel_id': '1221352989080428544', 'rookie_year': '2025', 'source_id': 'c15b2910-84a5-11ec-a2e6-affc80bcd2fc'}",walker,2004-02-24,,,,F64C6B48524DD1A7,jalon,,,nfl,74,,,ATL,Out,211.0,25998.0,Salisbury (NC),,DL,#jalonwalker-NFL-ATL-11,18683.0,11.0,,,Jalon Walker,jalonwalker,,"['DL', 'LB']",,jalon walker
[],1756249521068.0,,0.0,Copenhaver,240,,,,True,,North Carolina,23a816a0-2499-11f0-a5c3-b5e571d28549,John,,06c9f8f8-d60b-4496-935e-48ffcf17a953,12905,,Active,,,"{'channel_id': '1222757195691589632', 'rookie_year': '2025'}",copenhaver,,,,,D3FF95CBCC918BA9,john,,,nfl,75,,,,,663.0,,Roswell (GA),,TE,#johncopenhaver-NFL-FA-43,18866.0,43.0,,,John Copenhaver,johncopenhaver,,['TE'],,john copenhaver
[],,,5.0,Wroblewski,265,,,29.0,True,,Southern Utah,57ff27bd-8ab4-4d4a-a6a0-e33d2e2d107d,Steven,,,4535,878350.0,Active,,,{'channel_id': '1116852982508421120'},wroblewski,1992-11-20,,,,,steven,,3910617.0,nfl,79,,,,,9999999.0,19414.0,Eagle Crest (CO),,TE,#stevenwroblewski-NFL-FA-0,,0.0,,,Steven Wroblewski,stevenwroblewski,,['TE'],30498.0,steven wroblewski
[],1714942559688.0,00-0032257,8.0,Johnson,210,,,29.0,True,,Miami (FL),31c376b7-2e10-473a-aa54-d9f709a5b93e,Duke,,,2382,691583.0,Active,,,{'channel_id': '1116852800232357888'},johnson,1993-09-23,,,10358.0,,duke,,2969962.0,nfl,69,,,,,670.0,16838.0,Miami Norland (FL),691583.0,RB,#dukejohnson-NFL-FA-22,10084.0,22.0,,,Duke Johnson,dukejohnson,,['RB'],28465.0,duke johnson
[],1760479232805.0,,5.0,Peart,318,OL,,28.0,True,,UConn,ba5805bd-c67e-47d8-8d47-c8440a268cd4,Matt,,35e22f44-2f71-4d8d-93a9-df58b0e41dbb,6905,,Inactive,,Knee,"{'channel_id': '1113708827443752960', 'rookie_year': '2020'}",peart,1997-06-11,,,,099B12CB80C7,matt,,3921936.0,nfl,79,,,DEN,IR,9999999.0,22035.0,Governor's Academy (MA),885195.0,T,#mattpeart-NFL-DEN-79,14676.0,79.0,,,Matt Peart,mattpeart,,"['OL', 'OT']",32769.0,matt peart
[],1636011955611.0,00-0034262,4.0,Hall,305,,,26.0,True,,Sam Houston State,b4974d96-a831-4914-9de6-6758a4ae12dd,P.J.,,,5066,,Active,,,{'channel_id': '1116853052326805504'},hall,1995-04-05,,,,,pj,,3050754.0,nfl,72,,,,,1325.0,19889.0,Seguin (TX),,DT,#pjhall-NFL-FA-0,12728.0,0.0,,,P.J. Hall,pjhall,,['DL'],31027.0,pj hall
[],1622766923773.0,00-0033317,5.0,Magnuson,300,,,28.0,True,,Michigan,03611d74-221a-4436-913f-d23f95542598,Erik,,,4462,,Inactive,,,{'channel_id': '1116852970630152192'},magnuson,1994-01-05,,,,,erik,,2977627.0,nfl,78,,,,,9999999.0,19328.0,La Costa Canyon (CA),,C,#erikmagnuson-NFL-FA-62,12436.0,62.0,,,Erik Magnuson,erikmagnuson,,['OL'],30561.0,erik magnuson
[],,,0.0,McKenzie,,,,,False,,,,Reggie,,,4884,,Inactive,,,,mckenzie,,,,9505.0,,reggie,,,nfl,,,,,,9999999.0,18750.0,,,,#reggiemckenzie-NFL-FA-0,,0.0,,,Reggie McKenzie,reggiemckenzie,,,,reggie mckenzie
[],,,1.0,Brooks,198,,,22.0,True,,Louisiana Tech,cc286af0-f679-11ed-b91c-cd8dbf5f96dd,Myles,,,11515,,Active,,,{'channel_id': '1116852697916506112'},brooks,2001-01-12,,,,,myles,,,nfl,74,,,,,652.0,,Hendrickson (TX),1177909.0,CB,#mylesbrooks-NFL-FA-39,17349.0,39.0,,,Myles Brooks,mylesbrooks,,['DB'],,myles brooks
[],,,9.0,Norman,215,,,31.0,True,,Duke,1f68d8dd-bcd9-4959-95cc-163541a738c7,Dwayne,,,3632,,Active,,,"{'channel_id': '1202954214410551297', 'rookie_year': '2016'}",norman,1993-09-23,,,,,dwayne,,2969887.0,nfl,73,,,,,9999999.0,18420.0,,,OLB,#dwaynenorman-NFL-FA-0,11696.0,0.0,,,Dwayne Norman,dwaynenorman,,['LB'],29628.0,dwayne norman
[],,,0.0,Mwansa,230,,,21.0,True,,,00e9c490-25f9-11f0-a029-c7cb2c5d322f,Mapalo,,2fa5622c-e8f8-4c19-ac3a-69b076945d0e,13090,,Active,,,"{'channel_id': '1223391413127884800', 'rookie_year': '2025'}",mwansa,2004-04-02,,,,,mapalo,,,nfl,74,,,CAR,,9999999.0,26631.0,,,LB,#mapalomwansa-NFL-CAR-58,18957.0,58.0,,,Mapalo Mwansa,mapalomwansa,,['LB'],,mapalo mwansa
[],1761447943173.0,,1.0,Penix,220,QB,2.0,25.0,True,Bruise,Washington,6499a161-b221-4591-b122-d99ece1be64b,Michael,,56edcd6a-cd8c-4fb8-957e-9356d3880c44,11559,,Active,,Foot,"{'channel_id': '1113708859957997569', 'rookie_year': '2024'}",penix,2000-05-08,,,,4CC573CF0E13,michael,,,nfl,75,,,ATL,Questionable,146.0,23242.0,Tampa Bay Technical (FL),1107478.0,QB,#michaelpenix-NFL-ATL-9,17700.0,9.0,,,Michael Penix,michaelpenix,,['QB'],,michael penix
